,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv2-rdm1),rdm1.1.2,p1rlv2.1.2,1P_UG_AL_1/0_Brenau_2,0.0183837,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv508-rdm504),rdm504.1.2,p1rlv508.1.2,1P_UG_AL_1/0_Brenau_2,0.0573729,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv504-rdm502),rdm502.1.2,p1rlv504.1.2,1P_UG_AL_1/0_Brenau_2,0.0101287,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm502-rdm504),rdm504.1.2,rdm502.1.2,1P_UG_AL_1/0_Brenau_2,0.00945106,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm504-rdt255lv),rdt255lv.1.2,rdm504.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00945106,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p1rlv505-rdt256lv),rdt256lv.1.2,p1rlv505.1.2,1P_UG_AL_1/0_Brenau_2,0.0437835,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv509-rdm507),rdm507.1.2,p1rlv509.1.2,1P_UG_AL_1/0_Brenau_2,0.0469547,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv514-rdm507),rdm507.1.2,p1rlv514.1.2,1P_UG_AL_1/0_Brenau_2,0.0610683,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm507-rdt256lv),rdt256lv.1.2,rdm507.1.2,1P_UG_AL_1/0_Brenau_2,0.0193422,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv513-rdm508),rdm508.1.2,p1rlv513.1.2,1P_UG_AL_1/0_Brenau_2,0.0660101,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm508-rdt256lv),rdt256lv.1.2,rdm508.1.2,1P_UG_AL_1/0_Brenau_2,0.0263486,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv511-rdt257lv),rdt257lv.1.2,p1rlv511.1.2,1P_UG_AL_1/0_Brenau_2,0.0765547,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv510-rdm510),rdm510.1.2,p1rlv510.1.2,1P_UG_AL_1/0_Brenau_2,0.107255,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm510-rdt257lv),rdt257lv.1.2,rdm510.1.2,1P_UG_AL_1/0_Brenau_2,0.00919133,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv512-rdm512),rdm512.1.2,p1rlv512.1.2,1P_UG_AL_1/0_Brenau_2,0.0770698,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm512-rdt257lv),rdt257lv.1.2,rdm512.1.2,1P_UG_AL_1/0_Brenau_2,0.00920127,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv515-rdt258lv),rdt258lv.1.2,p1rlv515.1.2,1P_UG_AL_1/0_Brenau_2,0.0744626,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv516-rdt259lv),rdt259lv.1.2,p1rlv516.1.2,1P_UG_AL_1/0_Brenau_2,0.0663898,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv517-rdm515),rdm515.1.2,p1rlv517.1.2,1P_UG_AL_1/0_Brenau_2,0.0489766,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm515-rdt260lv),rdt260lv.1.2,rdm515.1.2,1P_UG_AL_1/0_Brenau_2,0.008977,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv518-rdm516),rdm516.1.2,p1rlv518.1.2,1P_UG_AL_1/0_Brenau_2,0.0518893,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm516-rdt260lv),rdt260lv.1.2,rdm516.1.2,1P_UG_AL_1/0_Brenau_2,0.0179628,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv519-rdt261lv),rdt261lv.1.2,p1rlv519.1.2,1P_OH_AL_4/0_Zuzara_2,0.0478573,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv521-rdt262lv),rdt262lv.1.2,p1rlv521.1.2,1P_OH_AL_4/0_Zuzara_2,0.0852411,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv520-rdm518),rdm518.1.2,p1rlv520.1.2,1P_OH_AL_2/0_Rucina_2,0.0243689,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm518-rdt262lv),rdt262lv.1.2,rdm518.1.2,1P_OH_AL_2/0_Rucina_2,0.0195112,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv522-rdt263lv),rdt263lv.1.2,p1rlv522.1.2,1P_UG_AL_1/0_Brenau_2,0.0230768,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv535-rdt264lv),rdt264lv.1.2,p1rlv535.1.2,1P_UG_AL_1/0_Brenau_2,0.0359603,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv536-rdt264lv),rdt264lv.1.2,p1rlv536.1.2,1P_UG_AL_1/0_Brenau_2,0.0683401,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv523-rdm521),rdm521.1.2,p1rlv523.1.2,1P_UG_AL_1/0_Brenau_2,0.0546086,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv524-rdm521),rdm521.1.2,p1rlv524.1.2,1P_UG_AL_1/0_Brenau_2,0.0494235,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm521-rdt264lv),rdt264lv.1.2,rdm521.1.2,1P_UG_AL_2/0_Converse_2,0.0182628,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p1rlv537-rdm525),rdm525.1.2,p1rlv537.1.2,1P_UG_AL_1/0_Brenau_2,0.0851643,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm525-rdt264lv),rdt264lv.1.2,rdm525.1.2,1P_UG_AL_1/0_Brenau_2,0.00919218,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv525-rdt265lv),rdt265lv.1.2,p1rlv525.1.2,1P_UG_AL_2/0_Converse_2,0.0474622,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p1rlv531-rdt266lv),rdt266lv.1.2,p1rlv531.1.2,1P_UG_AL_1/0_Brenau_2,0.0260027,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv526-rdm527),rdm527.1.2,p1rlv526.1.2,1P_UG_AL_1/0_Brenau_2,0.0696707,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm527-rdt266lv),rdt266lv.1.2,rdm527.1.2,1P_UG_AL_1/0_Brenau_2,0.00915266,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv527-rdm528),rdm528.1.2,p1rlv527.1.2,1P_UG_AL_1/0_Brenau_2,0.0762799,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm528-rdt266lv),rdt266lv.1.2,rdm528.1.2,1P_UG_AL_1/0_Brenau_2,0.00914983,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv528-rdt267lv),rdt267lv.1.2,p1rlv528.1.2,1P_UG_AL_1/0_Brenau_2,0.0584939,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv529-rdt268lv),rdt268lv.1.2,p1rlv529.1.2,1P_UG_AL_1/0_Brenau_2,0.0289362,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv530-rdt268lv),rdt268lv.1.2,p1rlv530.1.2,1P_UG_AL_1/0_Brenau_2,0.0518375,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv533-rdm534),rdm534.1.2,p1rlv533.1.2,1P_UG_AL_1/0_Brenau_2,0.0588297,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv539-rdm537),rdm537.1.2,p1rlv539.1.2,1P_UG_AL_1/0_Brenau_2,0.124619,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv532-rdm533),rdm533.1.2,p1rlv532.1.2,1P_UG_AL_1/0_Brenau_2,0.0499648,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm533-rdm537),rdm537.1.2,rdm533.1.2,1P_UG_AL_1/0_Brenau_2,0.00893573,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm534-rdm537),rdm534.1.2,rdm537.1.2,1P_UG_AL_1/0_Brenau_2,0.00893538,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm534-rdt269lv),rdt269lv.1.2,rdm534.1.2,1P_UG_AL_2/0_Converse_2,0.00919218,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p1rlv534-rdm535),rdm535.1.2,p1rlv534.1.2,1P_UG_AL_1/0_Brenau_2,0.0434197,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv538-rdm535),rdm535.1.2,p1rlv538.1.2,1P_UG_AL_2/0_Converse_2,0.0805274,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:rdm535-rdt269lv),rdt269lv.1.2,rdm535.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0183641,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p1rlv540-rdt270lv),rdt270lv.1.2,p1rlv540.1.2,1P_UG_AL_1/0_Brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv541-rdt271lv),rdt271lv.1.2,p1rlv541.1.2,1P_UG_AL_1/0_Brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv543-rdt272lv),rdt272lv.1.2,p1rlv543.1.2,1P_UG_AL_1/0_Brenau_2,0.0426052,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv542-rdm540),rdm540.1.2,p1rlv542.1.2,1P_UG_AL_1/0_Brenau_2,0.0204209,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv6114-rdm544),rdm544.1.2,p1rlv6114.1.2,1P_UG_AL_1/0_Brenau_2,0.0582035,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm540-rdm544),rdm540.1.2,rdm544.1.2,1P_UG_AL_1/0_Brenau_2,0.018641,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm540-rdt272lv),rdt272lv.1.2,rdm540.1.2,1P_UG_AL_2/0_Converse_2,0.00933006,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p1rlv544-rdm542),rdm542.1.2,p1rlv544.1.2,1P_UG_AL_1/0_Brenau_2,0.0468979,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv545-rdm542),rdm542.1.2,p1rlv545.1.2,1P_UG_AL_1/0_Brenau_2,0.076087,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm542-rdt272lv),rdt272lv.1.2,rdm542.1.2,1P_UG_AL_1/0_Brenau_2,0.0177391,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv546-rdt273lv),rdt273lv.1.2,p1rlv546.1.2,1P_OH_AL_4/0_Zuzara_2,0.041697,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv548-rdt274lv),rdt274lv.1.2,p1rlv548.1.2,1P_UG_AL_1/0_Brenau_2,0.0278009,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv547-rdm546),rdm546.1.2,p1rlv547.1.2,1P_UG_AL_1/0_Brenau_2,0.0471896,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm546-rdt274lv),rdt274lv.1.2,rdm546.1.2,1P_UG_AL_1/0_Brenau_2,0.00875774,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv549-rdt275lv),rdt275lv.1.2,p1rlv549.1.2,1P_OH_AL_4/0_Zuzara_2,0.086474,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv550-rdt276lv),rdt276lv.1.2,p1rlv550.1.2,1P_OH_AL_4/0_Zuzara_2,0.0635332,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv551-rdt277lv),rdt277lv.1.2,p1rlv551.1.2,1P_OH_AL_4/0_Zuzara_2,0.0720513,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv552-rdt278lv),rdt278lv.1.2,p1rlv552.1.2,1P_OH_AL_4/0_Zuzara_2,0.0561609,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv553-rdt279lv),rdt279lv.1.2,p1rlv553.1.2,1P_OH_AL_4/0_Zuzara_2,0.0629319,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
